Country Name,Year,"Inflation, consumer prices (annual %)",Consumer Price Index,GDP growth (annual %),GDP (current US$),GDP per capita (current US$),GDP per capita growth (annual %),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Population, total ","Labor force, total ","Foreign direct investment, net (BoP, current US$)","Foreign direct investment, net inflows (% of GDP) ","Exports of goods and services (BoP, current US$)","Imports of goods and services (BoP, current US$) ",Political Stability and Absence of Violence/Terrorism: Estimate ,Control of Corruption: Estimate,Government Effectiveness: Estimate,Regulatory Quality: Estimate,Rule of Law: Estimate ,High-technology exports (current US$)
Singapore,2012,4.575602704,110.0635143,4.435497594,295093000000,55547.54625,1.904462237,3.72,5312437,3185075,55310807548,18.74352748,580505000000,509016000000,1.368174553,2.115708113,2.202586174,1.957902074,-0.25050208,136447000000
Singapore,2013,2.358604154,112.6594769,4.817630991,307576000000,56967.42579,3.133979149,3.86,5399162,3244474,64389514904,20.93448104,600013000000,528921000000,1.378178358,2.07050252,2.128522158,1.960108399,-0.146716297,143334000000
Singapore,2014,1.02514803,113.8144033,3.935540277,314864000000,57564.80231,2.594723155,3.74,5469724,3339133,68698472831,21.81848808,604392000000,530589000000,1.186271429,2.067563772,2.218090773,2.226360083,0.070237465,144926000000
Singapore,2015,-0.522618167,113.2195886,2.976799316,307999000000,55645.60686,1.762324686,3.79,5535002,3437533,69774553125,22.65418269,549422000000,465345000000,1.29889214,2.050846577,2.248770714,2.252235413,0.038801968,138735000000
Singapore,2016,-0.53226874,112.6169561,3.601656039,319030000000,56895.64334,2.266173007,4.08,5607283,3480133,65362989167,20.48804017,525353000000,441743000000,1.477468967,2.041591167,2.214573145,2.17064333,0.096975163,134922000000
Singapore,2017,0.57626031,113.2659229,4.544728218,343273000000,61164.89736,4.452147342,4.2,5612253,3474178,102160000000,29.76051723,588935000000,497447000000,1.59912312,2.088041544,2.225288391,2.108635426,0.116847567,146752000000
Singapore,2018,0.438620118,113.76273,3.57543271,376870000000,66836.53851,3.090075215,3.641,5638676,3471429,81160897313,21.53553919,668380000000,557190000000,1.468008995,2.134553909,2.23167038,2.121737957,0.109598584,154867000000
Singapore,2019,0.565260569,114.4057859,1.331261327,376837000000,66070.47067,0.178353465,3.1,5703569,3527441,105293000000,27.94125657,661706000000,550594000000,1.480305552,2.120105982,2.231719255,2.154437542,0.063206613,150031000000
Singapore,2020,-0.181916667,114.1976627,-3.901053402,348392000000,61274.00646,-3.600848086,4.1,5685807,3511798,78447583787,22.5170338,634034000000,525324000000,1.438414216,2.118317366,2.284572601,2.205299139,0.077767387,159928000000
Singapore,2021,2.30485959,116.8297585,8.882353997,423797000000,77710.06996,13.51912685,3.54,5453566,3418165,138544000000,32.69116674,781068000000,631615000000,1.442324996,2.13980794,2.250112772,2.22689867,0.171731099,163985000000
Singapore,2022,6.12106004,123.9809781,3.646972071,466789000000,82807.64908,0.273797564,2.758,5637022,3492851,140844000000,30.17298846,870806000000,701629000000,1.45994246,2.094723701,2.144825935,2.214378357,0.146466091,162096000000
South Africa,2008,10.07457552,89.60562967,3.191043886,316131000000,6251.877175,2.028404688,19.51,50565812,21338378,9885001293,3.126866269,102840000000,107771000000,0.049528994,0.153828725,0.332178503,0.656967223,-0.999996305,2087704760
South Africa,2009,7.215314136,96.07095734,-1.538089135,329754000000,6444.18672,-2.702155972,20.51,51170779,21088301,7624489974,2.312174747,83531696821,82010756673,-0.11449261,0.125426695,0.310807675,0.449182034,-1.022645473,1482818276
South Africa,2010,4.089729895,100,3.039732881,417364000000,8059.562841,1.817735697,23.18,51784921,19990943,3693271715,0.884904607,107954000000,102974000000,-0.029427003,0.065393098,0.191702411,0.44557327,-0.953961968,2504733101
South Africa,2011,4.99926697,104.999267,3.168556279,458199000000,8737.04111,1.873318226,21.42,52443325,21055801,4139289123,0.903381441,126935000000,123358000000,0.02403157,-0.004233705,0.217559651,0.446406275,-0.91299665,2743376672
South Africa,2012,5.724657917,111.0101158,2.396232385,434401000000,8173.869138,1.04422917,21.79,53145033,21285409,4626029122,1.064922495,117935000000,123559000000,-0.0253867,-0.184170604,0.170115307,0.398661673,-0.831432939,2860653042
South Africa,2013,5.784469097,117.4314617,2.485468008,400886000000,7441.230854,1.099461735,22.04,53873616,21678833,8232518816,2.053580952,113644000000,122158000000,-0.046294536,-0.137831539,0.306189775,0.380482465,-0.714889407,2613566643
South Africa,2014,6.129837703,124.6298197,1.413826452,381199000000,6965.137897,-0.172220609,22.61,54729551,21981198,5791659020,1.519327438,110445000000,116208000000,-0.146388963,-0.124875419,0.165476799,0.230833724,-0.411822498,2806863732
South Africa,2015,4.540642277,130.288814,1.321862237,346710000000,6204.929901,-0.757928114,22.87,55876504,23120551,1521139945,0.438735792,96346520856,100803000000,-0.220544875,-0.07051044,0.087739252,0.208593905,-0.506872714,2818226377
South Africa,2016,6.571396422,138.8506084,0.664552308,323586000000,5735.066787,-0.309171167,24.02,56422274,23430091,2215307020,0.684612553,91482650746,89948758687,-0.149085,0.017409462,0.10193149,0.119783156,-0.455839783,2397477040
South Africa,2017,5.184246648,146.0489664,1.157946952,381449000000,6734.475153,0.766941613,23.99,56641209,23776332,2058579911,0.539673957,104172000000,99822924053,-0.284803957,-0.127464935,0.07089819,0.138913423,-0.430152923,2197945701
South Africa,2018,4.517165228,152.6462396,1.522329387,404159000000,7048.508112,0.285735634,24.22,57339635,23771537,5569462350,1.378037844,111373000000,109386000000,-0.237621993,-0.136328086,0.103732906,-0.040778168,-0.4276537,2091401860
South Africa,2019,4.12024587,158.9356399,0.303453235,388531000000,6688.774746,-0.987175236,25.54,58087055,24142655,5116098443,1.316779217,105833000000,103895000000,-0.283249706,-0.031051725,0.127881005,0.008505391,-0.464465976,1832830758
South Africa,2020,3.210035975,164.0375312,-6.342471149,337620000000,5741.641249,-7.481092762,24.34,58801927,22920638,3153552569,0.934055029,94058828195,79039249116,-0.252887934,-0.058959816,0.045240555,0.020494822,-0.577875257,1835041126
South Africa,2021,4.611672178,171.6024043,4.913096684,419016000000,7055.055176,3.870315289,28.77,59392255,23621462,40658789145,9.703406185,130882000000,104867000000,-0.75098139,-0.034114234,-0.071012698,-0.090708636,-0.421999156,1988763004
South Africa,2022,7.039726613,183.6827445,2.042299353,405870000000,6776.480077,1.187663214,29.806,59893885,24308964,9194808416,2.265458101,136112000000,127596000000,-0.72211808,-0.31976521,-0.125317961,-0.185125753,-0.321951181,2263095032
Spain,2008,4.07534336,98.51549828,0.8870670456,1631863493552,35510.72223,-0.7096448244,11.25,45954106,23150283,1691416117,4.54012423,419463895075,497008704624,-0.3830854595,1.178771973,0.9125031829,1.254889965,0.005417761,11248660432
Spain,2009,-0.2878130835,98.23195779,-3.763107042,1491472923707,32169.50285,-4.611747923,17.86,46362946,23364217,6148530894,0.6402941123,344306252582,357398106941,-0.47459957,1.054948092,0.9416823387,1.187052488,0.072423071,10374405678
Spain,2010,1.799864577,100,0.1629195178,1422108199783,30532.48051,-0.2971789039,19.86,46576897,23482007,1231202629,2.574300627,368535746091,383498000908,-0.3180437386,1.160037041,0.9429741502,1.15819037,0.097749457,11504349325
Spain,2011,3.196101888,103.1961019,-0.8143847766,1480710495710,31677.90031,-1.166203907,21.39,46742697,23558862,18152678384,1.812105242,437680992282,433130832743,0.02110453695,1.163212419,0.9724014997,1.060738206,0.129662588,13554458627
Spain,2012,2.446127824,105.7204104,-2.958922132,1324750738725,28322.94659,-3.021906537,24.79,46773055,23569775,-23366093923,1.57376618,416384215441,389403463363,-0.0295164492,1.170406342,1.057162166,0.947154939,0.084444158,13768258934
Spain,2013,1.408581092,107.2095682,-1.403341868,1355579535913,29077.18206,-1.079741265,26.09,46620045,23332032,-14263389022,3.494685674,446544426355,393493918471,0.01201775949,0.926997602,1.168251991,0.932680726,0.13549374,14479326037
Spain,2014,-0.1511148375,107.0475586,1.395775367,1371820537889,29513.65118,1.699352659,24.44,46480882,23091303,12972045516,2.401426131,459020212114,416502394718,0.2431217432,0.6895616651,1.173891306,0.74645406,0.155454814,14664458406
Spain,2015,-0.5003657099,106.5119293,3.838518877,1196156971280,25754.36103,3.919117265,22.06,46444832,23036096,33299356666,1.925923719,401953725855,365622811004,0.2411601394,0.6315897107,1.157853127,0.791497886,0.016313421,13109480801
Spain,2016,-0.2025980004,106.2961383,3.037774142,1233554967012,26537.15949,2.950815909,19.64,46484062,22977372,12384254172,3.587463923,417759276110,368366072538,0.4022144973,0.5703662038,1.095534325,0.996483803,0.045057837,15598981400
Spain,2017,1.956076334,108.3753719,2.975760729,1313245330198,28185.32137,2.734475155,17.22,46593236,22897891,14575952991,2.403614412,461906827976,414215243541,0.2708451152,0.5102778673,1.001219749,0.930574059,-0.15508239,14928178719
Spain,2018,1.674981369,110.1906392,2.284469419,1421702715218,30379.72111,1.837460464,15.25,46797754,22930164,-20511155392,4.123659565,499366966651,460884124894,0.2757791579,0.6128492951,0.9692878127,0.938154161,-0.221448287,15483660258
Spain,2019,0.6995189945,110.9614436,1.983966223,1394320055129,29581.51855,1.254631755,14.1,47134837,23139046,8921032437,1.856148637,486632817458,445719192186,0.2927009463,0.6665267348,0.9688812494,1.037264585,-0.183931217,15036520591
Spain,2020,-0.3227530173,110.6033122,-11.32543832,1276962685648,26959.67544,-11.75755913,15.53,47365655,22838137,20312705312,2.868551752,393773697758,375086661980,0.4113978744,0.7111802697,0.8542682528,0.755449116,-0.240638092,15725222510
Spain,2021,3.09313512,114.0244221,5.519594973,1427380681295,30103.51373,5.408112942,14.78,47415750,23384137,-19989700446,3.076229592,497867782398,476677863208,0.5091319084,0.7155031562,0.9092734456,0.797288954,0.069079861,23455675754
Spain,2022,8.390576341,123.5917283,5.451739623,1397509272054,29350.16852,5.01039069,13.009,47615034,23716311,1485009063,3.026393512,579553848809,560749210977,0.2653269768,0.6853120923,0.9207578897,0.797074437,0.019737322,25606969549
Switzerland,2008,2.426041171,99.79596724,2.807983632,567273005013,74175.87764,1.509950794,3.35,7647675,4410392,27293189256,0.527248196,358087727985,305101417635,1.222245216,2.108572006,2.02759099,1.562006712,-0.706700683,43492661191
Switzerland,2009,-0.4804819364,99.31646564,-2.297374631,554191679309,71565.56998,-3.51055886,4.11,7743831,4477719,-2954454437,8.59965462,319882148159,287553803307,1.307721257,2.060199976,1.945025682,1.549013495,-0.832281888,40395074321
Switzerland,2010,0.6882387072,100,3.243397336,598851028907,76531.37294,2.173638164,4.81,7824909,4447007,56434469499,2.950773189,386452044171,331784430521,1.258594275,2.064142466,1.870959163,1.620867133,-0.807519138,43607937596
Switzerland,2011,0.2313492077,100.2313492,1.813108192,715888126682,90476.75897,0.6873398696,4.41,7912398,4532128,22567340471,2.900520774,470495961028,423771746566,1.300342083,2.029069901,1.861643314,1.61533618,-0.741804361,51148249215
Switzerland,2012,-0.6925520181,99.53719498,1.179253833,686420221558,85836.20768,0.1105966043,4.49,7996861,4589900,14355288727,5.819102216,458568852437,402982772395,1.418336034,2.13839817,1.882824302,1.651066184,-0.677317858,51279423966
Switzerland,2013,-0.2173231551,99.3208776,1.792144057,706234937371,87304.33058,0.6283606754,4.75,8089346,4647770,37473010545,-3.52948637,500946970370,435286875123,1.401140213,2.124835014,1.81698525,1.619792342,-0.649538219,54346224629
Switzerland,2014,-0.01320253875,99.30776473,2.349881275,726537808338,88724.99094,1.108693594,4.83,8188649,4732391,-9548642226,2.890846324,468377310210,399558987450,1.402652621,2.147784948,2.105112553,1.800340295,-0.468450874,57101557330
Switzerland,2015,-1.143908672,98.17177459,1.644627687,694118186380,83806.4476,0.4941298224,4.8,8282396,4804656,7382490805,17.10838333,436639213411,370556653933,1.326494217,2.094697237,1.967861533,1.729456306,-0.527424872,53795507159
Switzerland,2016,-0.4346186643,97.74510174,2.068689667,687895460903,82153.07454,0.9601316732,4.92,8373338,4886342,16345609441,24.2480735,453609765392,391130511158,1.28985405,1.942636728,1.972344518,1.900379658,-0.50812608,55536700708
Switzerland,2017,0.5337878398,98.2668532,1.362799557,695200833086,82254.37693,0.4213261631,4.8,8451840,4920490,-88905787009,20.60353782,457275130745,399471341869,1.242314816,1.944514394,2.017323017,1.875121593,-0.471185684,29833875250
Switzerland,2018,0.9363354641,99.1869606,2.860445795,725562534364,85216.64295,2.10552472,4.71,8514329,4956328,127205288165,-22.10530821,485182909801,414196699915,1.319249392,1.969518185,1.997008562,1.791235805,-0.445004612,30114429626
Switzerland,2019,0.3628861799,99.54689637,1.141982325,721369112727,84121.93103,0.4230897682,4.39,8575280,4971006,49927156137,1.216424915,478504811118,413403751697,1.310838223,1.945056438,1.916304231,1.65198791,-0.484146088,29872166791
Switzerland,2020,-0.7258749333,98.82431041,-2.37556328,739913619797,85656.32267,-3.086282111,4.82,8638167,4979813,131990402655,-32.72917393,473976492277,430031069274,1.17615521,2.045609951,1.972509265,1.584892631,-0.405230105,29244241618
Switzerland,2021,0.5818141685,99.39928425,4.221716577,800640155387,91991.60046,3.440503207,5.1,8703405,4980848,35062001353,-16.76944751,577835735774,481049901243,1.115222096,1.959008932,1.993037581,1.723315477,-0.624359071,38194199754
Switzerland,2022,2.835027986,102.2172818,2.05923242,807706035352,92101.46974,1.287236846,4.202,8769741,5024491,-19287577215,3.430372516,620423514015,512051495906,1.161139727,2.009313822,2.049948931,1.620113015,-0.623456955,32576483324
United Kingdom,2008,3.521408563,95.69077122,-0.1543443147,2931683721187,47432.8791,-0.937077972,5.62,61806995,31927772,103242148986,8.645343155,807060793372,862311688153,0.4928798676,1.668904305,1.634806633,1.785267949,0.417219996,67496532150
United Kingdom,2009,1.961731736,97.56796745,-4.5104856,2417565709974,38820.01459,-5.230034826,7.54,62276270,32084960,-62945021961,0.6017254623,646702910588,679011810069,0.1219495013,1.623889804,1.508096457,1.581597805,0.39927873,48644842352
United Kingdom,2010,2.492654725,100,2.430072895,2491397494468,39693.19387,1.630274045,7.79,62766365,32236187,-12327098017,2.678599117,711990379921,754220625541,0.4118182063,1.605673909,1.617997527,1.730519772,0.317414135,66714274846
United Kingdom,2011,3.856112447,103.8561124,1.067610914,2666403005061,42150.69814,0.2808392429,8.04,63258810,32478068,53821554015,1.013052041,829181301636,855231893882,0.3517076075,1.614863515,1.604194641,1.649374008,0.498547107,75783351756
United Kingdom,2012,2.573234797,106.5285741,1.448456757,2706340967031,42485.58607,0.7454786578,7.88,63700215,32778349,-34727249184,1.727453795,822023628048,852925683771,0.4022707343,1.665460467,1.591210365,1.637840033,0.534359634,73147759484
United Kingdom,2013,2.291666667,108.9698539,1.819863375,2786315215250,43449.09172,1.140212964,7.52,64128273,33061439,-8222267228,1.955025587,837510591568,881146440504,0.4862014353,1.718892574,1.512769222,1.761087894,0.613574982,74696893576
United Kingdom,2014,1.451120163,110.5511374,3.199702626,3065223279584,47447.58893,2.442465801,6.11,64602298,33331376,-172805792106,1.921244878,870401394307,933845434473,0.4153476357,1.746633649,1.623983979,1.819528937,0.651266217,76014219847
United Kingdom,2015,0.3680468423,110.9580174,2.393103184,2934857946213,45071.07432,1.584979389,5.3,65116219,33614102,-105510499553,1.54465681,810891080397,859510069441,0.5037063956,1.831590176,1.705675721,1.834661007,0.614114046,74578603459
United Kingdom,2016,1.008417368,112.0769373,2.165206211,2699659680997,41146.07736,1.393848825,4.81,65611593,33939706,-291904952185,12.03163593,773864717294,826568526164,0.3479326367,1.850604177,1.574559569,1.749326229,0.819180787,73806480005
United Kingdom,2017,2.557755776,114.9435916,2.44357047,2683488510504,40622.68939,1.749953797,4.33,66058859,34128763,46685075527,4.67148674,824360223650,863303685003,0.3807081878,1.813624382,1.430694699,1.704928517,0.767983139,73689913071
United Kingdom,2018,2.292839903,117.5790642,1.705021022,2878152147316,43306.3083,1.090623956,4,66460344,34415434,-3576693950,-0.8705391176,899005981883,942888668702,0.07756457478,1.806572199,1.361689329,1.769423246,0.77433306,75580036686
United Kingdom,2019,1.738104601,119.6227113,1.604308648,2857057847953,42747.08046,1.032740842,3.74,66836327,34695933,-41289065813,0.6926972775,893141892842,939349092206,0.5274704099,1.748772383,1.449907899,1.612857223,0.80805707,76894056310
United Kingdom,2020,0.9894867038,120.8063621,-11.03085846,2704609160088,40318.41692,-11.35567606,4.472,67081234,34633314,-136920860384,4.898158179,791733492697,783438225683,0.4814570248,1.660060406,1.332666636,1.474023938,0.876260638,58143796335
United Kingdom,2021,2.518371096,123.8487146,7.597470972,3122480345925,46585.89756,7.685656647,4.826,67026300,34311332,155009730131,0.1896650132,899170555306,937734201969,0.4898921251,1.640929222,1.241773725,1.452374935,0.799450576,66699915640
United Kingdom,2022,7.922048831,133.6600703,4.101621381,3070667732359,45850.42612,4.186941875,3.571,66971411,34460390,114798936466,1.437045859,1001418789301,1112705151672,0.5039390922,1.620156169,1.238634825,1.566510081,0.836642742,69456280000
United States,2008,3.839100297,98.73747739,0.122188443,14769857911000,48570.04598,-0.8203678985,5.78,304093966,157246174,2491000000,2.309379021,1849584000000,2561936000000,0.5826595426,1.437633395,1.605075598,1.532458067,-0.129783601,243005000000
United States,2009,-0.3555462663,98.38641997,-2.599888351,14478064934000,47194.94335,-3.450015923,9.25,306771529,157377606,151514000000,1.112600342,1592788000000,1987567000000,0.4473136067,1.286476374,1.502984643,1.398337722,-0.083344996,150884000000
United States,2010,1.640043442,100,2.708856694,15048964444000,48650.64313,1.860291678,9.63,309327143,157357516,85789000000,1.754532686,1872324000000,2375402000000,0.4384039342,1.265258074,1.552272081,1.443845391,-0.17486386,166040000000
United States,2011,3.156841569,103.1568416,1.54989495,15599728123000,50065.9665,0.8145193579,8.95,311583481,157443452,173119000000,1.689112771,2143556000000,2698073000000,0.5912472606,1.262119055,1.513798475,1.455096602,-0.483893096,166464000000
United States,2012,2.069337265,105.2915045,2.280687603,16253972230000,51784.41857,1.533102035,8.07,313877662,158452840,126895000000,1.540208119,2247453000000,2773360000000,0.6324421167,1.402794003,1.52132237,1.294393897,-0.536399841,169066000000
United States,2013,1.464832656,106.8338489,1.841875395,16843190993000,53291.12769,1.138692347,7.37,316059947,158809862,104665000000,1.710667534,2313124000000,2759981000000,0.6430726051,1.305992603,1.517003059,1.260388613,-0.735893428,169222000000
United States,2014,1.622222977,108.5669321,2.287775933,17550680174000,55123.84979,1.540380649,6.17,318386329,159540139,135673000000,1.435021307,2392613000000,2876564000000,0.5824196339,1.371681571,1.462228179,1.276289463,-0.698362648,175881000000
United States,2015,0.1186271356,108.695722,2.706369582,18206020741000,56762.72945,1.953004118,5.28,320738994,160644681,-209363000000,2.809147629,2280786000000,2771559000000,0.6628901958,1.358334064,1.433119774,1.242206693,-0.602962196,175244000000
United States,2016,1.261583206,110.0670089,1.667472076,18695110842000,57866.74493,0.9333753617,4.87,323071755,162448669,-174573000000,2.537497659,2240824000000,2720285000000,0.3856353164,1.331475854,1.441525936,1.485620737,-0.478956431,173922000000
United States,2017,2.130110004,112.4115573,2.241921216,19477336549000,59907.75426,1.59713559,4.36,325122128,163971527,28590000000,1.955210863,2394477000000,2911412000000,0.262201786,1.34039712,1.517398357,1.619076371,-0.4497509,154545000000
United States,2018,2.442583297,115.1573032,2.945384831,20533057312000,62823.30944,2.404867872,3.9,326838199,165307010,-345435000000,1.045703992,2542459000000,3121059000000,0.3860425651,1.292678237,1.537041306,1.613139987,-0.302149117,153808000000
United States,2019,1.812210075,117.2441955,2.294439078,21380976119000,65120.39466,1.829668388,3.67,328329953,167100511,-201057000000,1.477874528,2546280000000,3105674000000,0.1178766638,1.180732846,1.453559041,1.33457458,-0.333438784,153923000000
United States,2020,1.233584396,118.6905016,-2.767802511,21060473613000,63528.6343,-3.700952528,8.05,331511512,165641653,148299000000,0.6569795273,2160145000000,2813030000000,-0.02692906372,1.038217425,1.275138259,1.238437533,-0.319997311,141539000000
United States,2021,4.697858864,124.2664138,5.945484761,23315080560000,70219.47245,5.779548418,5.35,332031554,166189867,-99015000000,2.114875815,2567024000000,3408604000000,-0.01487787627,1.019727945,1.299519777,1.440957189,-0.259292424,169217000000
United States,2022,8.002799821,134.2112062,2.061593119,25462700000000,76398.59174,1.676971297,3.611,333287557,169229171,38173000000,1.524103885,3018457000000,3969644000000,-0.03600502759,1.104258776,1.255993128,1.424439907,-0.263772666,182364000000